age,gender,annual_income,caste,state,occupation,family_size,land_owned,has_bank_account,eligible
55,Male,254720,General,West Bengal,Unemployed,6,4.18,1,1
47,Male,615523,OBC,Rajasthan,Salaried,9,0.86,1,0
26,Female,331075,General,Karnataka,Student,2,0.94,1,0
51,Other,142876,ST,Gujarat,Self Employed,1,2.67,1,1
70,Male,574624,OBC,Karnataka,Small Business Owner,5,6.3,1,0
61,Other,357680,General,Tamil Nadu,Farmer,6,5.3,1,1
52,Male,643792,ST,Andhra Pradesh,Self Employed,3,0.69,1,1
69,Other,673502,General,Uttar Pradesh,Student,8,9.68,1,0
39,Female,232220,General,Madhya Pradesh,Unemployed,7,8.87,1,1
61,Female,163936,General,Uttar Pradesh,Unemployed,2,2.59,1,1
41,Male,66279,OBC,Uttar Pradesh,Daily Wage Worker,7,1.22,1,1
34,Other,249737,SC,Rajasthan,Student,1,9.42,1,1
27,Female,153751,General,Gujarat,Small Business Owner,9,4.61,1,1
47,Male,416577,ST,West Bengal,Daily Wage Worker,7,3.11,0,1
73,Male,121386,OBC,Gujarat,Daily Wage Worker,6,4.9,1,1
63,Female,136124,OBC,Madhya Pradesh,Daily Wage Worker,2,7.73,0,1
40,Female,417894,ST,Rajasthan,Self Employed,3,1.68,1,1
49,Male,386199,General,Andhra Pradesh,Small Business Owner,1,7.67,0,0
34,Other,141911,SC,Uttar Pradesh,Farmer,5,7.49,1,1
67,Other,520489,General,Tamil Nadu,Unemployed,9,5.39,1,0
68,Other,772030,ST,Rajasthan,Self Employed,6,8.66,1,1
34,Male,497244,OBC,Bihar,Farmer,5,1.32,0,1
31,Female,271094,SC,Karnataka,Unemployed,3,5.95,1,1
26,Male,426036,OBC,Gujarat,Small Business Owner,5,4.49,1,1
57,Female,287723,ST,Rajasthan,Small Business Owner,8,4.22,1,1
19,Other,383272,General,Bihar,Student,2,2.53,1,0
62,Other,461324,SC,West Bengal,Unemployed,5,3.72,1,1
42,Female,132806,OBC,Madhya Pradesh,Unemployed,6,1.08,1,1
56,Female,781893,OBC,Madhya Pradesh,Small Business Owner,8,2.52,0,0
26,Male,280097,OBC,Uttar Pradesh,Unemployed,8,2.72,0,1
71,Other,247478,General,Uttar Pradesh,Salaried,5,7.21,1,0
39,Male,537436,SC,Rajasthan,Student,9,0.49,1,1
60,Male,744879,General,Rajasthan,Self Employed,4,6.51,1,0
63,Male,361793,General,Andhra Pradesh,Self Employed,9,2.21,1,0
21,Other,739884,General,Karnataka,Farmer,7,0.82,0,0
43,Male,539709,ST,Maharashtra,Self Employed,6,3.01,1,1
46,Male,739245,ST,West Bengal,Daily Wage Worker,4,2.24,1,1
62,Male,487585,ST,Uttar Pradesh,Unemployed,2,5.52,1,1
51,Male,282204,SC,Maharashtra,Self Employed,8,3.57,1,1
40,Male,407546,General,Maharashtra,Farmer,6,9.66,1,1
54,Male,490980,General,Karnataka,Farmer,3,9.64,1,1
28,Other,231871,ST,Tamil Nadu,Daily Wage Worker,7,4.44,0,1
23,Male,391558,General,Tamil Nadu,Farmer,7,7.95,1,1
35,Female,548512,General,Uttar Pradesh,Small Business Owner,6,0.13,1,0
38,Male,405239,OBC,Bihar,Salaried,2,5.48,1,1
59,Male,646595,General,Karnataka,Small Business Owner,8,7.43,1,0
53,Other,525278,OBC,Karnataka,Unemployed,1,2.17,1,1
58,Other,344067,General,Gujarat,Unemployed,1,0.61,1,1
55,Female,429593,SC,Maharashtra,Unemployed,6,1.56,0,1
51,Female,544955,ST,Gujarat,Student,5,4.42,1,1
34,Other,285998,OBC,Maharashtra,Self Employed,9,5.06,1,1
54,Other,521604,ST,Tamil Nadu,Salaried,7,3.81,1,1
42,Male,486607,OBC,Uttar Pradesh,Self Employed,2,4.4,1,1
55,Other,696045,OBC,West Bengal,Salaried,7,4.7,1,0
29,Female,627952,OBC,Tamil Nadu,Self Employed,3,7.69,0,0
40,Male,740824,SC,Karnataka,Daily Wage Worker,1,1.05,1,1
70,Female,346629,General,West Bengal,Small Business Owner,8,7.69,1,0
59,Male,309438,OBC,Rajasthan,Farmer,3,6.89,1,1
39,Other,200528,SC,West Bengal,Farmer,8,7.42,1,1
38,Female,518011,OBC,West Bengal,Small Business Owner,7,7.34,1,1
44,Male,347698,General,Tamil Nadu,Daily Wage Worker,2,4.71,1,1
74,Male,359066,OBC,Karnataka,Salaried,1,2.11,1,0
48,Other,325553,SC,West Bengal,Small Business Owner,7,5.37,0,1
23,Other,774687,General,Tamil Nadu,Student,1,9.58,1,0
44,Other,796760,SC,Tamil Nadu,Salaried,6,5.89,1,1
57,Female,348783,General,West Bengal,Farmer,8,0.11,1,1
51,Male,281182,General,Maharashtra,Student,7,0.6,0,0
29,Other,506843,ST,Karnataka,Self Employed,4,9.93,1,1
62,Female,139037,ST,Madhya Pradesh,Student,1,0.72,1,1
74,Female,784200,ST,West Bengal,Salaried,1,0.46,1,0
70,Female,759560,General,Gujarat,Daily Wage Worker,4,3.53,1,0
24,Other,798423,OBC,Gujarat,Self Employed,5,9.69,1,0
27,Other,238487,SC,Rajasthan,Salaried,7,3.19,1,1
62,Male,68074,SC,Karnataka,Self Employed,4,4.1,1,1
34,Male,720909,SC,Tamil Nadu,Student,1,6.34,0,0
43,Other,342107,ST,Andhra Pradesh,Farmer,7,0.24,1,1
38,Female,534672,General,Uttar Pradesh,Salaried,2,8.98,1,0
45,Female,626553,ST,Bihar,Daily Wage Worker,2,5.19,0,1
63,Female,66061,OBC,Andhra Pradesh,Small Business Owner,8,4.67,0,1
19,Male,501442,General,Karnataka,Student,5,8.61,1,0
71,Female,209882,SC,Karnataka,Salaried,2,9.53,0,1
60,Male,503222,ST,West Bengal,Daily Wage Worker,5,4.23,1,1
18,Male,687790,ST,West Bengal,Salaried,8,1.72,1,0
68,Female,334944,OBC,Andhra Pradesh,Student,6,8.16,1,0
70,Female,428336,OBC,Tamil Nadu,Salaried,3,4.03,0,0
53,Other,552175,ST,Rajasthan,Self Employed,8,9.36,1,1
68,Other,306505,OBC,West Bengal,Student,9,9.5,1,0
43,Female,681516,SC,Bihar,Salaried,5,1.15,1,1
46,Male,256548,OBC,Bihar,Small Business Owner,2,9.57,0,1
38,Male,512676,OBC,Rajasthan,Farmer,2,3.68,1,1
28,Male,500983,ST,Maharashtra,Salaried,7,6.46,1,1
57,Male,518535,ST,Maharashtra,Self Employed,1,0.35,1,1
28,Male,546005,General,Karnataka,Daily Wage Worker,2,8.89,1,1
53,Other,750757,General,West Bengal,Small Business Owner,4,6.42,0,0
66,Female,63233,ST,Gujarat,Daily Wage Worker,1,6.44,1,1
56,Other,533236,OBC,Andhra Pradesh,Small Business Owner,4,9.02,1,1
57,Male,730428,OBC,Madhya Pradesh,Daily Wage Worker,5,5.08,1,1
52,Male,382597,General,Rajasthan,Farmer,9,4.11,1,1
71,Male,678423,General,Karnataka,Self Employed,1,8.66,1,0
51,Male,469048,General,Gujarat,Student,5,7.42,1,0
72,Female,420608,SC,West Bengal,Daily Wage Worker,2,9.49,0,1
64,Male,267314,SC,Gujarat,Small Business Owner,9,9.4,1,1
41,Female,587970,General,Gujarat,Self Employed,6,3.82,1,0
71,Male,535514,OBC,Rajasthan,Salaried,2,4.47,1,0
39,Female,204455,General,Karnataka,Farmer,3,2.56,1,1
22,Other,370304,SC,Tamil Nadu,Self Employed,8,6.61,1,1
73,Male,798692,OBC,Bihar,Self Employed,1,3.65,1,0
50,Female,335810,SC,Andhra Pradesh,Student,3,7.86,1,1
53,Other,370961,OBC,Karnataka,Self Employed,1,1.22,1,1
64,Male,665486,SC,Madhya Pradesh,Student,8,1.16,1,0
37,Male,477858,OBC,Gujarat,Farmer,1,2.04,1,1
36,Male,616118,OBC,Tamil Nadu,Farmer,5,0.84,1,1
52,Female,546283,OBC,Rajasthan,Salaried,4,6.2,1,0
69,Female,584522,OBC,Uttar Pradesh,Student,7,1.47,1,0
60,Other,631904,ST,Andhra Pradesh,Student,5,1.6,0,0
34,Female,321365,SC,Andhra Pradesh,Daily Wage Worker,8,0.14,1,1
62,Female,192482,SC,Bihar,Daily Wage Worker,1,7.82,1,1
60,Male,785415,ST,Uttar Pradesh,Salaried,5,8.12,1,1
51,Male,766773,OBC,West Bengal,Farmer,4,1.62,1,1
26,Male,51051,OBC,Uttar Pradesh,Unemployed,3,7.4,1,1
43,Male,651206,SC,Gujarat,Daily Wage Worker,5,4.34,1,1
19,Male,128116,ST,Gujarat,Self Employed,3,2.4,0,1
70,Male,434370,OBC,Gujarat,Farmer,8,6.21,0,1
26,Male,278931,OBC,Gujarat,Unemployed,3,1.78,1,1
26,Other,356901,OBC,Karnataka,Self Employed,1,7.57,1,1
57,Other,569385,General,Andhra Pradesh,Small Business Owner,9,0.48,1,0
34,Other,433152,ST,Uttar Pradesh,Student,9,9.59,1,1
18,Other,573562,OBC,Andhra Pradesh,Farmer,6,0.72,1,1
42,Male,782835,General,Madhya Pradesh,Small Business Owner,1,5.79,1,0
60,Other,276572,ST,Uttar Pradesh,Salaried,8,9.02,1,1
57,Male,181379,OBC,Karnataka,Student,2,0.12,1,1
59,Other,631177,SC,Madhya Pradesh,Student,9,4.99,1,1
42,Female,276256,General,Andhra Pradesh,Self Employed,8,3.5,1,1
56,Other,612422,General,Madhya Pradesh,Small Business Owner,3,5.8,1,0
52,Other,470539,OBC,Bihar,Student,5,2.25,1,1
20,Male,559421,OBC,Madhya Pradesh,Daily Wage Worker,9,0.65,0,0
67,Other,252834,General,Uttar Pradesh,Farmer,1,6.26,1,1
54,Female,530441,SC,Gujarat,Daily Wage Worker,9,4.17,1,1
61,Male,277579,SC,Gujarat,Self Employed,4,6.22,1,1
61,Male,600242,ST,West Bengal,Unemployed,4,2.11,1,1
68,Other,760381,OBC,Andhra Pradesh,Self Employed,4,3.39,1,0
47,Male,402103,SC,Bihar,Farmer,9,5.62,1,1
55,Male,785226,ST,Uttar Pradesh,Student,6,5.93,1,1
51,Male,775787,SC,Uttar Pradesh,Small Business Owner,8,3.72,1,1
29,Male,317136,OBC,Rajasthan,Small Business Owner,4,2.8,1,1
36,Male,576249,ST,Maharashtra,Salaried,3,2.74,1,1
54,Male,586785,ST,Andhra Pradesh,Self Employed,1,1.75,1,1
61,Female,475767,ST,Uttar Pradesh,Farmer,7,3.25,0,1
66,Other,185639,SC,Tamil Nadu,Salaried,4,1.99,1,1
34,Female,753363,OBC,Uttar Pradesh,Student,8,6.34,1,0
27,Male,70389,ST,Rajasthan,Unemployed,3,5.69,1,1
74,Male,225595,General,Madhya Pradesh,Self Employed,1,3.83,1,1
72,Other,435946,OBC,Karnataka,Unemployed,5,3.26,1,1
66,Female,373720,General,Karnataka,Farmer,2,2.38,0,0
64,Other,787463,General,Tamil Nadu,Unemployed,3,5.35,1,0
29,Female,53358,ST,Tamil Nadu,Unemployed,6,9.19,1,1
33,Male,400679,ST,West Bengal,Farmer,3,6.86,1,1
41,Other,551110,SC,Karnataka,Farmer,3,7.44,1,1
36,Other,302557,SC,Madhya Pradesh,Self Employed,6,8.34,1,1
25,Male,257596,SC,Karnataka,Unemployed,5,3.52,1,1
48,Other,680270,OBC,Maharashtra,Salaried,9,0.63,1,0
38,Female,278129,SC,Andhra Pradesh,Farmer,1,6.23,1,1
34,Female,378953,General,Karnataka,Student,3,1.89,0,0
40,Female,667367,SC,Gujarat,Unemployed,3,5.69,1,1
54,Female,105805,ST,West Bengal,Farmer,6,7.4,1,1
71,Male,212421,SC,Rajasthan,Salaried,8,7.84,0,1
33,Other,257849,OBC,Tamil Nadu,Small Business Owner,3,3.02,1,1
23,Female,288483,OBC,Maharashtra,Self Employed,3,5.12,1,1
25,Male,442551,General,Tamil Nadu,Unemployed,6,6.21,1,1
42,Other,94041,OBC,West Bengal,Small Business Owner,8,8.19,0,1
35,Other,320146,SC,Uttar Pradesh,Farmer,6,7.61,1,1
42,Male,381927,ST,Maharashtra,Farmer,3,9.88,1,1
29,Male,157524,OBC,Bihar,Student,4,0.08,1,1
32,Female,268306,General,Maharashtra,Student,1,4.37,1,1
43,Other,594026,SC,West Bengal,Unemployed,8,2.56,1,1
58,Other,163776,General,Rajasthan,Small Business Owner,4,1.2,1,1
62,Male,230494,OBC,Maharashtra,Small Business Owner,6,9.12,1,1
43,Other,242971,OBC,West Bengal,Farmer,3,9.98,0,1
64,Female,327785,General,Madhya Pradesh,Unemployed,6,1.81,1,1
49,Other,391678,SC,Andhra Pradesh,Farmer,9,0.38,1,1
27,Male,318449,OBC,Karnataka,Student,9,2.75,1,1
33,Male,330926,ST,Madhya Pradesh,Salaried,3,8.35,0,1
24,Female,390401,OBC,West Bengal,Daily Wage Worker,3,2.94,1,1
34,Female,286371,SC,Gujarat,Daily Wage Worker,4,0.57,1,1
40,Other,652251,OBC,Uttar Pradesh,Farmer,7,0.52,0,1
43,Other,696275,General,Karnataka,Small Business Owner,3,4.27,1,0
38,Male,725926,OBC,Gujarat,Student,8,9.32,1,0
39,Female,174591,OBC,Rajasthan,Self Employed,8,2.86,1,1
24,Female,642054,SC,Tamil Nadu,Self Employed,6,4.27,1,1
31,Female,580799,General,Bihar,Daily Wage Worker,4,1.02,0,0
32,Other,689104,SC,Karnataka,Salaried,5,4.94,1,1
70,Female,550981,OBC,Madhya Pradesh,Daily Wage Worker,2,6.97,0,0
24,Male,316909,ST,Uttar Pradesh,Farmer,6,2.71,1,1
26,Male,201426,OBC,Gujarat,Salaried,3,2.97,1,1
68,Other,336073,SC,West Bengal,Self Employed,6,8.42,1,1
65,Other,209892,ST,Karnataka,Small Business Owner,5,0.1,1,1
25,Female,161576,SC,Tamil Nadu,Student,2,6.36,1,1
67,Other,472739,SC,West Bengal,Student,5,3.94,1,1
40,Male,645376,General,Gujarat,Farmer,5,2.98,1,1
46,Female,127525,ST,Uttar Pradesh,Daily Wage Worker,9,6.58,0,1
35,Male,63780,OBC,Maharashtra,Farmer,8,8.35,1,1
48,Female,318733,SC,Tamil Nadu,Student,7,5.58,1,1
47,Other,494709,OBC,West Bengal,Self Employed,3,0.31,1,1
69,Female,154188,General,Tamil Nadu,Student,4,4.61,1,0
56,Female,667614,General,Rajasthan,Salaried,6,4.63,1,0
52,Male,640073,ST,West Bengal,Small Business Owner,3,5.44,1,1
35,Male,593597,General,Karnataka,Small Business Owner,9,6.71,1,0
59,Female,628483,General,Maharashtra,Unemployed,8,0.19,1,1
56,Other,75901,OBC,Maharashtra,Student,6,5.02,1,1
34,Other,728936,General,Bihar,Student,4,5.88,0,0
31,Male,474724,General,Tamil Nadu,Small Business Owner,7,3.43,1,1
48,Other,517927,SC,Madhya Pradesh,Unemployed,3,6.68,1,1
41,Male,599752,General,Maharashtra,Salaried,8,2.28,1,0
52,Other,328404,SC,Maharashtra,Daily Wage Worker,1,3.17,1,1
61,Female,699285,General,Rajasthan,Student,3,9.63,1,0
62,Male,347584,General,Andhra Pradesh,Small Business Owner,5,3.48,0,0
51,Male,407226,ST,Rajasthan,Farmer,5,3.47,1,1
20,Female,630971,ST,Rajasthan,Student,2,5.96,1,0
54,Male,436350,SC,Andhra Pradesh,Farmer,8,9.71,1,1
60,Other,222502,General,Tamil Nadu,Salaried,5,9.83,1,1
57,Other,557994,OBC,West Bengal,Student,7,5.8,1,0
43,Male,730465,ST,Uttar Pradesh,Small Business Owner,7,0.01,1,1
72,Other,652772,OBC,Madhya Pradesh,Salaried,5,9.01,1,0
40,Male,256486,ST,Maharashtra,Salaried,8,5.7,1,1
61,Female,499777,ST,Bihar,Daily Wage Worker,9,3.66,0,1
56,Male,191449,General,Madhya Pradesh,Student,4,8.29,1,1
32,Female,627880,ST,West Bengal,Farmer,4,4.0,0,1
73,Other,188419,OBC,Andhra Pradesh,Farmer,8,0.34,0,1
66,Female,345920,ST,Madhya Pradesh,Student,1,8.21,1,1
21,Other,630086,SC,Maharashtra,Unemployed,4,5.46,0,1
46,Male,185370,General,Madhya Pradesh,Daily Wage Worker,6,3.38,0,1
39,Other,498377,General,Uttar Pradesh,Daily Wage Worker,4,2.51,1,1
42,Male,541830,SC,Andhra Pradesh,Daily Wage Worker,6,5.94,1,1
30,Male,293767,SC,Madhya Pradesh,Farmer,5,2.08,1,1
35,Female,595210,SC,Maharashtra,Salaried,9,3.24,0,0
50,Female,477244,ST,Maharashtra,Small Business Owner,9,6.37,1,1
33,Female,554677,General,Madhya Pradesh,Unemployed,4,8.82,1,1
62,Female,463532,SC,Tamil Nadu,Daily Wage Worker,4,5.33,1,1
59,Other,460184,ST,Bihar,Farmer,8,7.59,1,1
61,Other,568895,SC,Gujarat,Farmer,4,7.63,1,1
19,Other,276817,OBC,Rajasthan,Salaried,2,6.64,0,0
72,Male,467216,OBC,Andhra Pradesh,Student,2,2.46,1,0
52,Other,52866,General,Gujarat,Student,1,8.67,1,1
59,Other,162669,ST,West Bengal,Small Business Owner,5,4.36,1,1
51,Other,330539,OBC,West Bengal,Small Business Owner,6,0.44,1,1
47,Female,744379,OBC,Maharashtra,Daily Wage Worker,9,2.45,0,1
72,Other,316150,ST,West Bengal,Small Business Owner,5,7.66,1,1
30,Male,739753,SC,Tamil Nadu,Daily Wage Worker,6,0.69,0,1
30,Female,493258,ST,Bihar,Unemployed,6,1.47,1,1
35,Male,539415,SC,West Bengal,Small Business Owner,3,6.94,1,1
49,Other,407820,OBC,Uttar Pradesh,Salaried,4,8.93,1,1
49,Female,696012,OBC,Bihar,Daily Wage Worker,1,6.34,1,1
52,Male,637189,OBC,Tamil Nadu,Salaried,4,2.22,1,0
56,Other,774857,General,Gujarat,Farmer,1,0.53,1,1
63,Male,538029,General,Bihar,Daily Wage Worker,5,6.15,0,0
69,Male,691480,General,Bihar,Farmer,8,0.47,1,0
46,Male,222646,ST,Gujarat,Self Employed,8,6.13,1,1
66,Other,343561,OBC,Tamil Nadu,Salaried,5,2.26,1,0
46,Other,400164,OBC,West Bengal,Self Employed,2,9.05,1,1
70,Male,395783,ST,Maharashtra,Daily Wage Worker,6,4.75,1,1
61,Female,508222,General,Andhra Pradesh,Farmer,1,2.24,1,0
74,Female,144881,ST,Gujarat,Daily Wage Worker,7,8.53,0,1
33,Other,292934,General,Gujarat,Self Employed,4,2.54,1,1
73,Other,182659,OBC,Gujarat,Daily Wage Worker,5,3.07,1,1
61,Other,695976,SC,Gujarat,Unemployed,6,8.34,1,1
64,Other,551323,General,Andhra Pradesh,Student,1,3.09,1,0
74,Other,689872,OBC,Andhra Pradesh,Self Employed,9,4.1,1,0
27,Female,760070,OBC,West Bengal,Daily Wage Worker,4,3.48,1,1
47,Other,797108,SC,Madhya Pradesh,Farmer,8,1.16,1,1
42,Male,791184,OBC,Madhya Pradesh,Daily Wage Worker,5,0.39,1,1
56,Male,229689,OBC,Karnataka,Farmer,8,7.25,1,1
37,Female,384517,General,Gujarat,Student,1,6.45,1,0
22,Male,215289,General,Gujarat,Daily Wage Worker,8,2.82,1,1
18,Female,333028,SC,Bihar,Small Business Owner,4,2.96,1,1
47,Female,317598,SC,Madhya Pradesh,Small Business Owner,2,9.45,0,1
66,Male,649248,OBC,West Bengal,Student,6,9.88,1,0
20,Other,152421,General,Maharashtra,Self Employed,2,4.73,0,0
62,Male,288245,SC,Karnataka,Farmer,5,8.02,0,1
31,Male,617906,SC,Karnataka,Small Business Owner,2,7.37,1,1
73,Female,97111,ST,West Bengal,Unemployed,3,2.97,1,1
47,Male,482829,SC,Maharashtra,Self Employed,6,0.59,0,1
67,Female,266750,OBC,Bihar,Farmer,1,1.43,1,1
21,Other,170592,General,Andhra Pradesh,Student,6,8.38,0,0
35,Other,284000,SC,Rajasthan,Small Business Owner,3,7.31,1,1
54,Other,372137,ST,Madhya Pradesh,Salaried,7,6.64,0,1
42,Male,178652,General,Gujarat,Daily Wage Worker,2,1.31,1,1
65,Female,558069,SC,West Bengal,Student,6,6.4,1,0
18,Other,652960,ST,Madhya Pradesh,Farmer,8,7.72,1,1
70,Female,267516,SC,Gujarat,Farmer,1,8.61,1,1
63,Female,429653,General,Rajasthan,Farmer,9,0.13,1,1
32,Other,111602,General,Rajasthan,Farmer,5,6.84,1,1
26,Other,253117,General,Andhra Pradesh,Daily Wage Worker,5,0.19,1,1
32,Female,287069,OBC,Tamil Nadu,Self Employed,5,7.07,1,1
66,Other,616510,SC,Rajasthan,Unemployed,6,6.36,1,1
74,Female,291084,OBC,Madhya Pradesh,Salaried,2,1.48,1,1
41,Female,292318,General,Uttar Pradesh,Daily Wage Worker,6,7.66,1,1
21,Other,639621,ST,Uttar Pradesh,Farmer,4,0.68,1,1
29,Male,758092,SC,Gujarat,Daily Wage Worker,8,8.26,1,1
54,Other,434794,OBC,Gujarat,Student,9,2.62,1,1
54,Male,99420,SC,Tamil Nadu,Unemployed,9,6.89,1,1
60,Female,649792,ST,Uttar Pradesh,Farmer,8,9.24,0,1
23,Female,576750,OBC,Gujarat,Salaried,3,3.4,0,0
56,Male,321604,General,Rajasthan,Farmer,4,5.03,1,1
73,Female,673607,OBC,Gujarat,Unemployed,1,4.63,1,1
63,Male,714635,SC,Karnataka,Salaried,9,1.58,1,0
41,Male,718629,SC,Tamil Nadu,Unemployed,5,5.9,1,1
28,Female,703881,SC,West Bengal,Salaried,6,7.43,1,1
30,Male,172672,SC,Maharashtra,Self Employed,3,9.17,1,1
51,Other,509158,General,Bihar,Small Business Owner,8,8.51,1,0
42,Other,385064,OBC,Maharashtra,Self Employed,7,5.1,0,1
24,Female,563953,General,Maharashtra,Daily Wage Worker,1,7.19,1,0
69,Female,467582,General,Andhra Pradesh,Daily Wage Worker,5,8.01,1,1
21,Male,94036,General,West Bengal,Salaried,9,4.93,1,0
25,Male,198441,SC,Gujarat,Farmer,6,1.15,1,1
37,Male,192867,SC,Andhra Pradesh,Small Business Owner,8,4.38,1,1
46,Male,120021,SC,Maharashtra,Student,1,8.42,0,1
71,Other,419349,OBC,Karnataka,Student,7,5.97,1,0
70,Other,511370,ST,Bihar,Farmer,3,7.24,1,1
68,Female,735503,SC,Maharashtra,Farmer,9,1.85,1,1
62,Male,472641,OBC,Uttar Pradesh,Self Employed,6,9.64,1,1
63,Male,387283,SC,West Bengal,Student,5,4.04,1,1
27,Female,579656,SC,West Bengal,Salaried,8,6.54,0,0
60,Male,709981,General,West Bengal,Unemployed,8,0.19,0,0
51,Male,633117,General,Tamil Nadu,Daily Wage Worker,3,1.27,1,1
74,Male,441180,General,Tamil Nadu,Unemployed,2,7.82,1,1
43,Male,503510,OBC,Rajasthan,Self Employed,2,9.68,1,1
58,Male,603515,ST,Madhya Pradesh,Student,5,3.2,1,1
66,Female,683718,ST,Bihar,Small Business Owner,7,0.37,1,1
20,Male,450782,OBC,Andhra Pradesh,Farmer,8,3.61,1,1
73,Female,62306,SC,Gujarat,Small Business Owner,8,0.17,1,1
23,Male,628110,OBC,Maharashtra,Small Business Owner,8,1.92,1,0
22,Other,74042,SC,Madhya Pradesh,Student,3,7.52,0,1
22,Other,458302,OBC,Gujarat,Salaried,2,9.37,1,0
71,Other,722747,OBC,Andhra Pradesh,Self Employed,4,0.87,1,0
64,Other,663712,OBC,Madhya Pradesh,Farmer,1,5.58,1,1
40,Female,232690,ST,Gujarat,Unemployed,3,2.54,0,1
66,Female,797410,General,Karnataka,Salaried,9,1.39,1,0
26,Male,199395,OBC,Tamil Nadu,Unemployed,7,2.19,1,1
52,Other,592307,ST,Andhra Pradesh,Daily Wage Worker,7,5.78,1,1
37,Female,615151,General,Bihar,Self Employed,1,0.65,1,0
66,Male,685311,General,Uttar Pradesh,Salaried,7,4.34,1,0
59,Male,715643,OBC,Karnataka,Salaried,7,1.35,1,0
52,Female,359143,SC,Tamil Nadu,Unemployed,4,2.73,1,1
67,Other,112780,SC,West Bengal,Farmer,7,1.91,1,1
35,Male,766944,SC,Tamil Nadu,Daily Wage Worker,8,8.83,0,1
34,Other,438422,OBC,Madhya Pradesh,Unemployed,3,7.08,1,1
41,Other,493441,SC,Rajasthan,Salaried,2,8.68,1,1
20,Other,743312,ST,Karnataka,Self Employed,7,3.83,1,1
49,Male,150706,ST,West Bengal,Salaried,5,3.13,1,1
52,Other,743023,ST,Madhya Pradesh,Student,5,3.81,1,1
55,Male,172019,ST,Andhra Pradesh,Self Employed,5,0.19,0,1
30,Other,421852,General,Bihar,Self Employed,7,7.25,1,1
73,Male,766741,ST,Tamil Nadu,Salaried,9,3.5,1,0
64,Other,229001,SC,Andhra Pradesh,Farmer,8,3.13,1,1
42,Female,150260,OBC,West Bengal,Self Employed,6,5.98,1,1
26,Other,220863,SC,Madhya Pradesh,Student,7,4.36,1,1
21,Other,734494,ST,Rajasthan,Unemployed,9,9.81,1,1
31,Male,752461,General,Tamil Nadu,Farmer,6,3.56,1,1
54,Male,643731,ST,Bihar,Farmer,1,6.14,1,1
51,Other,369674,OBC,Rajasthan,Farmer,4,3.12,1,1
28,Female,490015,SC,Gujarat,Self Employed,8,9.91,1,1
58,Female,710187,OBC,Madhya Pradesh,Farmer,7,4.45,1,1
73,Male,146143,OBC,Andhra Pradesh,Salaried,3,6.34,1,1
20,Female,768013,OBC,Tamil Nadu,Farmer,3,1.27,1,1
45,Other,194771,SC,Tamil Nadu,Student,3,7.33,1,1
46,Male,556713,ST,West Bengal,Daily Wage Worker,1,2.69,1,1
26,Other,710673,OBC,Bihar,Student,1,4.49,1,0
20,Male,718958,SC,Uttar Pradesh,Self Employed,6,8.83,1,1
42,Male,161362,General,Gujarat,Farmer,1,9.71,1,1
51,Male,340951,SC,Rajasthan,Farmer,5,4.25,1,1
29,Male,774750,General,Karnataka,Salaried,4,8.35,1,0
59,Female,226298,SC,Karnataka,Unemployed,5,0.53,1,1
26,Other,633838,ST,Tamil Nadu,Farmer,7,8.48,1,1
32,Other,523288,OBC,West Bengal,Small Business Owner,6,6.3,1,1
57,Other,315702,ST,Maharashtra,Student,9,4.89,1,1
42,Male,362257,SC,Tamil Nadu,Self Employed,6,8.9,1,1
22,Female,761238,OBC,Karnataka,Daily Wage Worker,9,8.45,1,1
28,Other,108219,General,Karnataka,Farmer,4,2.97,1,1
51,Female,740546,SC,Gujarat,Daily Wage Worker,1,7.91,1,1
41,Male,739129,OBC,Andhra Pradesh,Farmer,1,0.99,1,1
32,Other,286495,General,Maharashtra,Self Employed,7,8.23,1,1
55,Female,627506,General,Tamil Nadu,Unemployed,3,6.75,1,1
25,Male,331373,ST,Gujarat,Student,2,0.88,0,1
22,Female,602165,SC,West Bengal,Self Employed,6,6.83,1,1
65,Other,239073,General,Gujarat,Daily Wage Worker,6,5.81,1,1
43,Other,409281,OBC,Tamil Nadu,Farmer,7,5.95,1,1
35,Male,197878,General,Madhya Pradesh,Daily Wage Worker,5,2.91,1,1
23,Male,269707,General,Uttar Pradesh,Student,8,2.66,1,0
54,Male,291249,ST,Tamil Nadu,Small Business Owner,7,7.63,1,1
65,Female,87034,ST,Bihar,Self Employed,2,2.57,1,1
30,Female,221389,OBC,Karnataka,Daily Wage Worker,1,4.46,1,1
45,Female,462310,ST,Maharashtra,Daily Wage Worker,9,6.95,1,1
22,Male,763156,General,Maharashtra,Student,5,0.8,1,0
30,Other,60589,General,Andhra Pradesh,Small Business Owner,5,5.95,1,1
34,Other,107221,ST,Uttar Pradesh,Farmer,4,5.89,0,1
67,Female,305927,General,Bihar,Small Business Owner,2,6.84,1,0
57,Female,410444,General,Karnataka,Daily Wage Worker,5,3.7,1,1
62,Other,691517,OBC,Maharashtra,Student,2,4.49,1,0
